Starting training for 200 epochs...
Total batches per epoch: 1299
Using device: mps

Epoch [1/200]
  Batch [0/1299] D_loss: -2.1530, G_loss: 1.0039
  Batch [1170/1299] D_loss: -0.1832, G_loss: -0.4759
  Batch [1180/1299] D_loss: -0.5583, G_loss: -0.0674
  Batch [1190/1299] D_loss: -0.3738, G_loss: -1.0298
  Batch [1200/1299] D_loss: -0.3396, G_loss: -0.1942
  Batch [1210/1299] D_loss: -0.1098, G_loss: 0.0935
  Batch [1220/1299] D_loss: -0.3532, G_loss: 1.3990
  Batch [1230/1299] D_loss: -0.2401, G_loss: -0.6244
  Batch [1240/1299] D_loss: -0.3337, G_loss: -0.3118
  Batch [1250/1299] D_loss: -0.1169, G_loss: 0.1273
  Batch [1260/1299] D_loss: -0.5588, G_loss: -0.4730
  Batch [1270/1299] D_loss: 0.2705, G_loss: -1.6191
  Batch [1280/1299] D_loss: -0.3536, G_loss: 1.3913
  Batch [1290/1299] D_loss: -0.0500, G_loss: 1.5206

Epoch 25 Summary:
  Average D_loss: -0.1642
  Average G_loss: 0.0137

Epoch [26/200]
  Batch [0/1299] D_loss: -0.2252, G_loss: 0.4187
  Batch [10/1299] D_loss: -0.2908, G_loss: -0.0583
  Batch [20/1299] D_loss: -0.0323, G_loss: 0.1153
  Batch [30/1299] D_loss: -0.5666, G_loss: 1.5590
  Batch [40/1299] D_loss: -0.3447, G_loss: -0.7710
  Batch [50/1299] D_loss: -0.3337, G_loss: 0.7861
  Batch [60/1299] D_loss: -0.2253, G_loss: 0.2706
  Batch [70/1299] D_loss: -0.2771, G_loss: -0.0460
  Batch [80/1299] D_loss: -0.2144, G_loss: -1.1720
  Batch [90/1299] D_loss: -0.9368, G_loss: 0.9948
  Batch [100/1299] D_loss: -0.1786, G_loss: -0.4040
  Batch [110/1299] D_loss: -0.1986, G_loss: 0.3720
  Batch [120/1299] D_loss: -0.3071, G_loss: 0.1026
  Batch [130/1299] D_loss: -0.2661, G_loss: -0.5296
  Batch [140/1299] D_loss: -0.3435, G_loss: 1.0764
  Batch [150/1299] D_loss: -0.2671, G_loss: -1.0514
  Batch [160/1299] D_loss: -0.2879, G_loss: -0.8430
  Batch [170/1299] D_loss: -0.2226, G_loss: 0.5873
  Batch [180/1299] D_loss: -0.4405, G_loss: 0.5000
  Batch [190/1299] D_loss: -0.5791, G_loss: 0.4911
  Batch [200/1299] D_loss: -0.6315, G_loss: -0.1576
  Batch [210/1299] D_loss: -0.3715, G_loss: -0.4353
  Batch [220/1299] D_loss: -0.4587, G_loss: 0.5105
  Batch [230/1299] D_loss: -0.1924, G_loss: -0.4310
  Batch [240/1299] D_loss: -0.6020, G_loss: 0.2717
  Batch [250/1299] D_loss: -0.3934, G_loss: 0.4939
  Batch [260/1299] D_loss: -0.1417, G_loss: -0.9470
  Batch [270/1299] D_loss: -0.1550, G_loss: -0.2443
  Batch [280/1299] D_loss: -0.6255, G_loss: 0.6834
  Batch [290/1299] D_loss: -0.2394, G_loss: -0.5214
  Batch [300/1299] D_loss: -0.2571, G_loss: -0.1644
  Batch [310/1299] D_loss: -0.3096, G_loss: 0.1406
  Batch [320/1299] D_loss: -0.3864, G_loss: 0.6085
  Batch [330/1299] D_loss: -0.2987, G_loss: -0.1082
  Batch [340/1299] D_loss: -0.8204, G_loss: -0.6283
  Batch [350/1299] D_loss: -0.0310, G_loss: -0.5113
  Batch [360/1299] D_loss: -0.0259, G_loss: 1.1976
  Batch [370/1299] D_loss: -0.2493, G_loss: 0.4268
  Batch [380/1299] D_loss: -0.3252, G_loss: 0.1588
  Batch [390/1299] D_loss: -0.6454, G_loss: -2.2342
  Batch [400/1299] D_loss: -0.0594, G_loss: 0.8782
  Batch [410/1299] D_loss: -0.5771, G_loss: -0.7372
  Batch [420/1299] D_loss: -0.3253, G_loss: 1.0171
  Batch [430/1299] D_loss: -0.2707, G_loss: 0.1448
  Batch [440/1299] D_loss: -0.4228, G_loss: -0.0445
  Batch [450/1299] D_loss: -0.3888, G_loss: 0.3842
  Batch [460/1299] D_loss: -0.5509, G_loss: -1.2295
  Batch [470/1299] D_loss: -0.0171, G_loss: -0.0989
  Batch [480/1299] D_loss: 0.1069, G_loss: -0.6700
  Batch [490/1299] D_loss: -0.3566, G_loss: 0.0376
  Batch [500/1299] D_loss: 0.0026, G_loss: 0.6422
  Batch [510/1299] D_loss: -0.4275, G_loss: 0.3193
  Batch [520/1299] D_loss: -0.3466, G_loss: -0.1679
  Batch [530/1299] D_loss: -0.0880, G_loss: -0.6807
  Batch [540/1299] D_loss: -0.4238, G_loss: -0.0302
  Batch [550/1299] D_loss: -0.4067, G_loss: 0.1006
  Batch [560/1299] D_loss: -0.2448, G_loss: -0.8722
  Batch [570/1299] D_loss: -0.1701, G_loss: 0.8268
  Batch [580/1299] D_loss: -0.1277, G_loss: -1.0604
  Batch [590/1299] D_loss: -0.3511, G_loss: 0.7318
  Batch [600/1299] D_loss: -0.2285, G_loss: 0.4397
  Batch [610/1299] D_loss: -0.2881, G_loss: 0.4096
  Batch [620/1299] D_loss: -0.0284, G_loss: 0.1039
  Batch [630/1299] D_loss: -0.6315, G_loss: 0.6642
  Batch [640/1299] D_loss: -1.0456, G_loss: 0.6966
  Batch [650/1299] D_loss: -0.1553, G_loss: 0.0137
  Batch [660/1299] D_loss: -0.0006, G_loss: 0.5490
  Batch [670/1299] D_loss: -0.1820, G_loss: 0.0531
  Batch [680/1299] D_loss: -0.5257, G_loss: 0.0911
  Batch [690/1299] D_loss: -1.0539, G_loss: 1.2920
  Batch [700/1299] D_loss: -0.7219, G_loss: 0.2583
  Batch [710/1299] D_loss: -0.1776, G_loss: -0.9410
  Batch [720/1299] D_loss: -0.5129, G_loss: -0.6213
  Batch [730/1299] D_loss: -0.5305, G_loss: 2.0974
  Batch [740/1299] D_loss: -0.3969, G_loss: -1.6550
  Batch [750/1299] D_loss: -0.2328, G_loss: -1.5537
  Batch [760/1299] D_loss: -0.0974, G_loss: 2.0371
  Batch [770/1299] D_loss: -0.2038, G_loss: 1.0698
  Batch [780/1299] D_loss: -0.1541, G_loss: -0.6234
  Batch [790/1299] D_loss: -0.1512, G_loss: -1.3797
  Batch [800/1299] D_loss: -0.1104, G_loss: 0.0879
  Batch [810/1299] D_loss: 0.0633, G_loss: 0.6833
  Batch [820/1299] D_loss: -0.5477, G_loss: -0.5759
  Batch [830/1299] D_loss: -0.3791, G_loss: -1.3994
  Batch [840/1299] D_loss: -0.3401, G_loss: -0.3526
  Batch [850/1299] D_loss: -0.2931, G_loss: 0.5157
  Batch [860/1299] D_loss: -0.2154, G_loss: 0.6674
  Batch [870/1299] D_loss: -0.2909, G_loss: -0.4240
  Batch [880/1299] D_loss: 0.0480, G_loss: 1.1547
  Batch [890/1299] D_loss: -0.0463, G_loss: 0.5582
  Batch [900/1299] D_loss: -0.2552, G_loss: 0.3209
  Batch [910/1299] D_loss: -0.1185, G_loss: -0.7019
  Batch [920/1299] D_loss: -0.1810, G_loss: 0.6272
  Batch [930/1299] D_loss: -0.3761, G_loss: -0.4893
  Batch [940/1299] D_loss: -0.3878, G_loss: -0.7029
  Batch [950/1299] D_loss: -0.2116, G_loss: -0.2622
  Batch [960/1299] D_loss: -0.4938, G_loss: 0.7979
  Batch [970/1299] D_loss: -0.4875, G_loss: 0.3700
  Batch [980/1299] D_loss: -0.3377, G_loss: -0.4900
  Batch [990/1299] D_loss: -0.3362, G_loss: 0.4086
  Batch [1000/1299] D_loss: -0.2352, G_loss: 0.3720
  Batch [1010/1299] D_loss: -0.3043, G_loss: -0.4308
  Batch [1020/1299] D_loss: -0.3070, G_loss: 0.6157
  Batch [1030/1299] D_loss: -0.3979, G_loss: -0.3616
  Batch [1040/1299] D_loss: -0.3066, G_loss: -0.2013
  Batch [1050/1299] D_loss: -0.0932, G_loss: -0.1668
  Batch [1060/1299] D_loss: -0.4621, G_loss: -0.7922
  Batch [1070/1299] D_loss: -0.2491, G_loss: 0.3677
  Batch [1080/1299] D_loss: 0.0511, G_loss: -1.1083
  Batch [1090/1299] D_loss: -0.2751, G_loss: 0.7839
  Batch [1100/1299] D_loss: -0.4049, G_loss: 0.3693
  Batch [1110/1299] D_loss: -0.3336, G_loss: -0.3286
  Batch [1120/1299] D_loss: -0.3771, G_loss: 0.2160
  Batch [1130/1299] D_loss: -0.1894, G_loss: -0.6790
  Batch [1140/1299] D_loss: -0.3050, G_loss: 0.5608
  Batch [1150/1299] D_loss: -0.0452, G_loss: -0.7885
  Batch [1160/1299] D_loss: -0.3044, G_loss: 0.6595
  Batch [1170/1299] D_loss: -0.3662, G_loss: 0.0164
  Batch [1180/1299] D_loss: -0.4163, G_loss: -0.1998
  Batch [1190/1299] D_loss: -0.2623, G_loss: -0.1152
  Batch [1200/1299] D_loss: -0.3729, G_loss: -1.5363
  Batch [1210/1299] D_loss: -0.3126, G_loss: 1.2223
  Batch [1220/1299] D_loss: -0.2018, G_loss: -0.3165
  Batch [1230/1299] D_loss: -0.4774, G_loss: 1.0386
  Batch [1240/1299] D_loss: -0.6196, G_loss: -0.2369
  Batch [1250/1299] D_loss: -0.1843, G_loss: 0.7919
  Batch [1260/1299] D_loss: -0.5170, G_loss: -0.3055
  Batch [1270/1299] D_loss: -0.1486, G_loss: -0.8599
  Batch [1280/1299] D_loss: -0.3709, G_loss: 0.4205
  Batch [1290/1299] D_loss: -0.3891, G_loss: -0.4350

Epoch 26 Summary:
  Average D_loss: -0.1581
  Average G_loss: 0.0044

Epoch [27/200]
  Batch [0/1299] D_loss: -0.2128, G_loss: -0.4450
  Batch [10/1299] D_loss: -0.2087, G_loss: 0.0804
  Batch [20/1299] D_loss: -0.4318, G_loss: -0.6145
  Batch [30/1299] D_loss: -0.5489, G_loss: 1.5538
  Batch [40/1299] D_loss: -0.5111, G_loss: 0.3367
  Batch [50/1299] D_loss: -0.2093, G_loss: -0.8710
  Batch [60/1299] D_loss: -0.5391, G_loss: -0.4043
  Batch [70/1299] D_loss: -0.5462, G_loss: -0.3569
  Batch [80/1299] D_loss: -0.5861, G_loss: -0.9544
  Batch [90/1299] D_loss: -0.2106, G_loss: 0.4231
  Batch [100/1299] D_loss: -0.1100, G_loss: -0.8208
  Batch [110/1299] D_loss: -0.1627, G_loss: -0.1456
  Batch [120/1299] D_loss: -0.0378, G_loss: 0.4975
  Batch [130/1299] D_loss: -0.3387, G_loss: -0.7676
  Batch [140/1299] D_loss: -0.2920, G_loss: 0.1427
  Batch [150/1299] D_loss: -0.2859, G_loss: -0.8182
  Batch [160/1299] D_loss: -0.2190, G_loss: -0.4648
  Batch [170/1299] D_loss: -0.1694, G_loss: -0.8376
  Batch [180/1299] D_loss: -0.3184, G_loss: 0.1564
  Batch [190/1299] D_loss: -0.2824, G_loss: 0.6789
  Batch [200/1299] D_loss: -0.5155, G_loss: 0.9327
  Batch [210/1299] D_loss: -0.2943, G_loss: -0.9469
  Batch [220/1299] D_loss: -0.8358, G_loss: 0.7261
  Batch [230/1299] D_loss: -0.4335, G_loss: 0.5122
  Batch [240/1299] D_loss: -0.2958, G_loss: 0.0625
  Batch [250/1299] D_loss: -0.4233, G_loss: -0.1205
  Batch [260/1299] D_loss: -0.5024, G_loss: 1.2094
  Batch [270/1299] D_loss: -0.4282, G_loss: -0.3014
  Batch [280/1299] D_loss: -0.1017, G_loss: 0.0116
  Batch [290/1299] D_loss: -0.3818, G_loss: 0.6936
  Batch [300/1299] D_loss: -0.3054, G_loss: -0.8053
  Batch [310/1299] D_loss: -0.1015, G_loss: -0.3632
  Batch [320/1299] D_loss: -0.5678, G_loss: -0.3665
  Batch [330/1299] D_loss: -0.4347, G_loss: 0.4170
  Batch [340/1299] D_loss: -0.3950, G_loss: 0.9234
  Batch [350/1299] D_loss: -0.4022, G_loss: 0.6997
  Batch [360/1299] D_loss: -0.2486, G_loss: 0.2105
  Batch [370/1299] D_loss: -0.2821, G_loss: -0.3198
  Batch [380/1299] D_loss: -0.3984, G_loss: 0.4643
  Batch [390/1299] D_loss: -0.3487, G_loss: 0.3117
  Batch [400/1299] D_loss: -0.4385, G_loss: 0.7027
  Batch [410/1299] D_loss: -0.3051, G_loss: -1.5858
  Batch [420/1299] D_loss: -0.4087, G_loss: 0.8477
  Batch [430/1299] D_loss: -0.1987, G_loss: 0.5444
  Batch [440/1299] D_loss: -0.3451, G_loss: 0.4723
  Batch [450/1299] D_loss: -0.1890, G_loss: -1.0644
  Batch [460/1299] D_loss: -0.4245, G_loss: 0.8248
  Batch [470/1299] D_loss: -0.2523, G_loss: -0.1441
  Batch [480/1299] D_loss: -0.2428, G_loss: 0.4698
  Batch [490/1299] D_loss: -0.3601, G_loss: 0.1864
  Batch [500/1299] D_loss: -0.3122, G_loss: -1.3888
  Batch [510/1299] D_loss: -0.2417, G_loss: 1.4300
  Batch [520/1299] D_loss: 0.0149, G_loss: 1.3073
  Batch [530/1299] D_loss: -0.2923, G_loss: -0.1670
  Batch [540/1299] D_loss: -0.1130, G_loss: -0.0571
  Batch [550/1299] D_loss: -0.3843, G_loss: 1.4138
  Batch [560/1299] D_loss: -0.4644, G_loss: -1.1524
  Batch [570/1299] D_loss: -0.0374, G_loss: -0.0961
  Batch [580/1299] D_loss: -0.5111, G_loss: -0.3246
  Batch [590/1299] D_loss: -0.0961, G_loss: 0.3914
  Batch [600/1299] D_loss: -0.5111, G_loss: 0.0338
  Batch [610/1299] D_loss: 0.0604, G_loss: -0.8708
  Batch [620/1299] D_loss: -0.3445, G_loss: 1.7971
  Batch [630/1299] D_loss: -0.1756, G_loss: 0.8385
  Batch [640/1299] D_loss: -0.4876, G_loss: -0.2686
  Batch [650/1299] D_loss: -0.2625, G_loss: 0.6666
  Batch [660/1299] D_loss: -0.4142, G_loss: 0.0678
  Batch [670/1299] D_loss: -0.2137, G_loss: 0.7311
  Batch [680/1299] D_loss: -0.3373, G_loss: 0.5633
  Batch [690/1299] D_loss: -0.1213, G_loss: 0.5505
  Batch [700/1299] D_loss: -0.3332, G_loss: -0.2952
  Batch [710/1299] D_loss: -0.2398, G_loss: 1.0743
  Batch [720/1299] D_loss: -0.5149, G_loss: 1.0967
  Batch [730/1299] D_loss: -0.0300, G_loss: -0.2623
  Batch [740/1299] D_loss: -0.3717, G_loss: 0.0274
  Batch [750/1299] D_loss: -0.4175, G_loss: -0.8194
  Batch [760/1299] D_loss: -0.1289, G_loss: -0.5840
  Batch [770/1299] D_loss: -0.1752, G_loss: -0.5940
  Batch [780/1299] D_loss: -0.3068, G_loss: 0.1191
  Batch [790/1299] D_loss: -0.1360, G_loss: 0.1854
  Batch [800/1299] D_loss: -0.5198, G_loss: -0.7959
  Batch [810/1299] D_loss: -0.4459, G_loss: -0.0686
  Batch [820/1299] D_loss: -0.1580, G_loss: 0.1134
  Batch [830/1299] D_loss: -0.2930, G_loss: -0.2170
  Batch [840/1299] D_loss: -0.4217, G_loss: 1.0271
  Batch [850/1299] D_loss: -0.3667, G_loss: -0.5163
  Batch [860/1299] D_loss: -0.5546, G_loss: -0.9660
  Batch [870/1299] D_loss: -0.2489, G_loss: 0.7001
  Batch [880/1299] D_loss: -0.0858, G_loss: -1.6135
  Batch [890/1299] D_loss: -0.5741, G_loss: 0.0138
  Batch [900/1299] D_loss: -0.3202, G_loss: -0.0394
  Batch [910/1299] D_loss: -0.3016, G_loss: -0.3931
  Batch [920/1299] D_loss: -0.1742, G_loss: -1.7121
  Batch [930/1299] D_loss: -0.5204, G_loss: 0.3035
  Batch [940/1299] D_loss: -1.3037, G_loss: 2.5503
  Batch [950/1299] D_loss: -0.7464, G_loss: 0.1981
  Batch [960/1299] D_loss: -0.2426, G_loss: -2.3112
  Batch [970/1299] D_loss: -0.2476, G_loss: 1.3044
  Batch [980/1299] D_loss: -0.1793, G_loss: -0.6263
  Batch [990/1299] D_loss: -0.1951, G_loss: 0.4000
  Batch [1000/1299] D_loss: -0.5383, G_loss: 0.3739
  Batch [1010/1299] D_loss: -0.4352, G_loss: 0.4131
  Batch [1020/1299] D_loss: -0.4290, G_loss: 0.6382
  Batch [1030/1299] D_loss: -0.1254, G_loss: -0.1312
  Batch [1040/1299] D_loss: -0.5509, G_loss: 0.6701
  Batch [1050/1299] D_loss: -0.1734, G_loss: -0.7985
  Batch [1060/1299] D_loss: -0.6009, G_loss: -0.8029
  Batch [1070/1299] D_loss: -0.2298, G_loss: 0.2991
  Batch [1080/1299] D_loss: -0.5620, G_loss: -0.7040
  Batch [1090/1299] D_loss: -0.5267, G_loss: 1.2277
  Batch [1100/1299] D_loss: -0.2996, G_loss: 0.2792
  Batch [1110/1299] D_loss: -0.0565, G_loss: 0.5798
  Batch [1120/1299] D_loss: -0.3316, G_loss: -0.9682
  Batch [1130/1299] D_loss: -0.8058, G_loss: 0.9167
  Batch [1140/1299] D_loss: -0.1205, G_loss: 0.4671
  Batch [1150/1299] D_loss: -0.4478, G_loss: 0.4031
  Batch [1160/1299] D_loss: -0.2395, G_loss: -0.1187
  Batch [1170/1299] D_loss: -0.2734, G_loss: -1.3196
  Batch [1180/1299] D_loss: -0.4957, G_loss: -0.4767
  Batch [1190/1299] D_loss: -0.5262, G_loss: -0.8590
  Batch [1200/1299] D_loss: -0.2858, G_loss: -0.3548
  Batch [1210/1299] D_loss: -0.3759, G_loss: -0.2791
  Batch [1220/1299] D_loss: 0.0030, G_loss: -0.7131
  Batch [1230/1299] D_loss: -0.1623, G_loss: 1.1863
  Batch [1240/1299] D_loss: -0.2410, G_loss: -0.2239
  Batch [1250/1299] D_loss: -0.1887, G_loss: 0.3589
  Batch [1260/1299] D_loss: -0.5957, G_loss: 1.2894
  Batch [1270/1299] D_loss: -0.1494, G_loss: -1.9208
  Batch [1280/1299] D_loss: -0.3138, G_loss: 0.7398
  Batch [1290/1299] D_loss: -0.2255, G_loss: 0.2210

Epoch 27 Summary:
  Average D_loss: -0.1726
  Average G_loss: 0.0060

Epoch [28/200]
  Batch [0/1299] D_loss: -0.1682, G_loss: -0.3191
  Batch [10/1299] D_loss: -0.4351, G_loss: -0.5721
  Batch [20/1299] D_loss: -0.7563, G_loss: -0.6871
  Batch [30/1299] D_loss: -0.3123, G_loss: 0.0242
  Batch [40/1299] D_loss: -0.2802, G_loss: -0.9872
  Batch [50/1299] D_loss: -0.2418, G_loss: -0.2904
  Batch [60/1299] D_loss: -0.2221, G_loss: 0.3696
  Batch [70/1299] D_loss: -0.3851, G_loss: -0.0652
  Batch [80/1299] D_loss: -0.3278, G_loss: 0.6334
  Batch [90/1299] D_loss: -0.3594, G_loss: 0.3979
  Batch [100/1299] D_loss: -0.0914, G_loss: 0.7054
  Batch [110/1299] D_loss: -0.1846, G_loss: 0.1500
  Batch [120/1299] D_loss: -0.2630, G_loss: 0.1194
  Batch [130/1299] D_loss: -0.2431, G_loss: -0.4188
  Batch [140/1299] D_loss: -0.7291, G_loss: -0.8622
  Batch [150/1299] D_loss: -0.0063, G_loss: 0.9054
  Batch [160/1299] D_loss: -0.4722, G_loss: -0.3241
  Batch [170/1299] D_loss: -0.4415, G_loss: -0.2747
  Batch [180/1299] D_loss: -0.3609, G_loss: 0.9346
  Batch [190/1299] D_loss: -0.2429, G_loss: 0.0382
  Batch [200/1299] D_loss: -0.3677, G_loss: -0.3979
  Batch [210/1299] D_loss: -0.3738, G_loss: -0.7483
  Batch [220/1299] D_loss: -0.1707, G_loss: 0.0759
  Batch [230/1299] D_loss: -0.3863, G_loss: 0.2607
  Batch [240/1299] D_loss: -0.7892, G_loss: -1.2829
  Batch [250/1299] D_loss: -0.1585, G_loss: -0.5780
  Batch [260/1299] D_loss: -0.3999, G_loss: -0.3270
  Batch [270/1299] D_loss: -0.0958, G_loss: 0.3285
  Batch [280/1299] D_loss: -0.1631, G_loss: 0.8735
  Batch [290/1299] D_loss: -0.2132, G_loss: 0.1274
  Batch [300/1299] D_loss: -0.1715, G_loss: -0.7166
  Batch [310/1299] D_loss: -0.5861, G_loss: -1.3400
  Batch [320/1299] D_loss: -0.6242, G_loss: -0.7922
  Batch [330/1299] D_loss: 0.0840, G_loss: 0.8580
  Batch [340/1299] D_loss: -0.2934, G_loss: -0.2671
  Batch [350/1299] D_loss: -0.3938, G_loss: -0.6577
  Batch [360/1299] D_loss: -0.2216, G_loss: -0.4767
  Batch [370/1299] D_loss: -0.0904, G_loss: 1.3136
  Batch [380/1299] D_loss: -0.3946, G_loss: -0.5455
  Batch [390/1299] D_loss: -0.3817, G_loss: 0.5151
  Batch [400/1299] D_loss: -0.3837, G_loss: -0.8486
  Batch [410/1299] D_loss: -0.2306, G_loss: -0.1313
  Batch [420/1299] D_loss: -0.3196, G_loss: -0.2023
  Batch [430/1299] D_loss: -0.2596, G_loss: 0.0737
  Batch [440/1299] D_loss: -0.2062, G_loss: -0.9457
  Batch [450/1299] D_loss: -0.4157, G_loss: 0.7714
  Batch [460/1299] D_loss: -0.1940, G_loss: 1.1346
  Batch [470/1299] D_loss: -0.2985, G_loss: -0.3449
  Batch [480/1299] D_loss: -0.4586, G_loss: 1.1335
  Batch [490/1299] D_loss: -0.2528, G_loss: -0.2554
  Batch [500/1299] D_loss: -0.4105, G_loss: -0.2143
  Batch [510/1299] D_loss: -0.3693, G_loss: -0.8484
  Batch [520/1299] D_loss: -0.5151, G_loss: 1.1112
  Batch [530/1299] D_loss: -0.3003, G_loss: -0.0656
  Batch [540/1299] D_loss: -0.6523, G_loss: -0.4613
  Batch [550/1299] D_loss: -0.2776, G_loss: -0.0709
  Batch [560/1299] D_loss: -0.4177, G_loss: -1.1603
  Batch [570/1299] D_loss: -0.4266, G_loss: 0.3410
  Batch [580/1299] D_loss: -0.2611, G_loss: -0.2948
  Batch [590/1299] D_loss: -0.8182, G_loss: 1.1222
  Batch [600/1299] D_loss: -0.1402, G_loss: -1.1652
  Batch [610/1299] D_loss: -0.3926, G_loss: 0.7951
  Batch [620/1299] D_loss: -0.4005, G_loss: 0.2612
  Batch [630/1299] D_loss: -0.5955, G_loss: 0.7378
  Batch [640/1299] D_loss: -0.4384, G_loss: -0.6721
  Batch [650/1299] D_loss: -0.4283, G_loss: -0.0252
  Batch [660/1299] D_loss: -0.3149, G_loss: 1.6575
  Batch [670/1299] D_loss: -0.4239, G_loss: 0.3533
  Batch [680/1299] D_loss: -0.1087, G_loss: -1.7980
  Batch [690/1299] D_loss: -0.0063, G_loss: -0.3992
  Batch [700/1299] D_loss: -0.1748, G_loss: 0.5512
  Batch [710/1299] D_loss: -0.1428, G_loss: 0.9592
  Batch [720/1299] D_loss: -0.2391, G_loss: -0.1229
  Batch [730/1299] D_loss: -0.2806, G_loss: -1.8752
  Batch [740/1299] D_loss: -0.4817, G_loss: 0.7297
  Batch [750/1299] D_loss: -0.4262, G_loss: -0.0050
  Batch [760/1299] D_loss: -0.7092, G_loss: -0.7316
  Batch [770/1299] D_loss: -0.3938, G_loss: 0.5555
  Batch [780/1299] D_loss: -0.2888, G_loss: 0.0031
  Batch [790/1299] D_loss: -0.8367, G_loss: 0.8188
  Batch [800/1299] D_loss: -0.3242, G_loss: -1.1840
  Batch [810/1299] D_loss: -0.1622, G_loss: -0.4548
  Batch [820/1299] D_loss: -0.1926, G_loss: -1.1131
  Batch [830/1299] D_loss: -0.6977, G_loss: 1.0728
  Batch [840/1299] D_loss: -0.4178, G_loss: -0.0638
  Batch [850/1299] D_loss: -0.4807, G_loss: 0.3856
  Batch [860/1299] D_loss: -0.4961, G_loss: -0.6946
  Batch [870/1299] D_loss: -0.3619, G_loss: -0.0781
  Batch [880/1299] D_loss: -0.1922, G_loss: -0.2165
  Batch [890/1299] D_loss: -0.3259, G_loss: 0.4146
  Batch [900/1299] D_loss: -0.4604, G_loss: -0.9293
  Batch [910/1299] D_loss: -0.2870, G_loss: 0.0206
  Batch [920/1299] D_loss: -0.3310, G_loss: 0.8944
  Batch [930/1299] D_loss: -0.5804, G_loss: 0.6952
  Batch [940/1299] D_loss: -0.2203, G_loss: -0.9550
  Batch [950/1299] D_loss: -0.1271, G_loss: -0.5284
  Batch [960/1299] D_loss: -0.4307, G_loss: 0.1324
  Batch [970/1299] D_loss: -0.2836, G_loss: -0.8871
  Batch [980/1299] D_loss: -0.2997, G_loss: 1.0328
  Batch [990/1299] D_loss: -0.7101, G_loss: 0.0466
  Batch [1000/1299] D_loss: 0.0081, G_loss: 0.2978
  Batch [1010/1299] D_loss: -0.3592, G_loss: -0.0237
  Batch [1020/1299] D_loss: -0.1997, G_loss: 0.3316
  Batch [1030/1299] D_loss: -0.1418, G_loss: 0.7926
  Batch [1040/1299] D_loss: -0.3526, G_loss: -0.0712
  Batch [1050/1299] D_loss: -0.3082, G_loss: -0.8769
  Batch [1060/1299] D_loss: -0.1620, G_loss: 0.8777
  Batch [1070/1299] D_loss: -0.0844, G_loss: 0.2291
  Batch [1080/1299] D_loss: -0.5144, G_loss: 0.7194
  Batch [1090/1299] D_loss: -0.3101, G_loss: -0.8681
  Batch [1100/1299] D_loss: -0.3094, G_loss: -0.1656
  Batch [1110/1299] D_loss: -0.2802, G_loss: -1.8228
  Batch [1120/1299] D_loss: 0.0426, G_loss: -0.4344
  Batch [1130/1299] D_loss: -0.2037, G_loss: 0.9726
  Batch [1140/1299] D_loss: -0.2957, G_loss: 0.2859
  Batch [1150/1299] D_loss: -0.3617, G_loss: 0.5296
  Batch [1160/1299] D_loss: -0.4348, G_loss: 0.5000
  Batch [1170/1299] D_loss: -0.4076, G_loss: 0.2797
  Batch [1180/1299] D_loss: -0.2998, G_loss: 0.3660
  Batch [1190/1299] D_loss: -0.5139, G_loss: -0.2362
  Batch [1200/1299] D_loss: -0.5070, G_loss: -1.0421
  Batch [1210/1299] D_loss: -0.3025, G_loss: 0.3678
  Batch [1220/1299] D_loss: -0.3548, G_loss: 0.0180
  Batch [1230/1299] D_loss: -0.2630, G_loss: 0.0678
  Batch [1240/1299] D_loss: -0.0873, G_loss: 0.7256
  Batch [1250/1299] D_loss: -0.2304, G_loss: -0.2345
  Batch [1260/1299] D_loss: -0.0694, G_loss: 1.6367
  Batch [1270/1299] D_loss: -0.7246, G_loss: 1.0618
  Batch [1280/1299] D_loss: 0.0468, G_loss: -0.7006
  Batch [1290/1299] D_loss: -0.2696, G_loss: 0.2409

Epoch 28 Summary:
  Average D_loss: -0.1622
  Average G_loss: 0.0036

Epoch [29/200]
  Batch [0/1299] D_loss: -0.2055, G_loss: 0.5294
  Batch [10/1299] D_loss: -0.5368, G_loss: 0.9275
  Batch [20/1299] D_loss: -0.3188, G_loss: -0.0041
  Batch [30/1299] D_loss: -0.2986, G_loss: 0.1567
  Batch [40/1299] D_loss: -0.2314, G_loss: -0.2847
  Batch [50/1299] D_loss: -0.3546, G_loss: -1.4186
  Batch [60/1299] D_loss: -0.2683, G_loss: -1.4031
  Batch [70/1299] D_loss: -0.4904, G_loss: -0.7805
  Batch [80/1299] D_loss: -0.3255, G_loss: 0.3681
  Batch [90/1299] D_loss: -0.1518, G_loss: -0.7960
  Batch [100/1299] D_loss: -0.4746, G_loss: -0.9159
  Batch [110/1299] D_loss: -0.6736, G_loss: 0.7026
  Batch [120/1299] D_loss: -0.2956, G_loss: -0.1062
  Batch [130/1299] D_loss: -0.2489, G_loss: -0.7460
  Batch [140/1299] D_loss: -0.1867, G_loss: 0.7189
  Batch [150/1299] D_loss: -0.4603, G_loss: 0.7145
  Batch [160/1299] D_loss: -0.2687, G_loss: -0.5985
  Batch [170/1299] D_loss: -0.5402, G_loss: 1.6262
  Batch [180/1299] D_loss: -0.3821, G_loss: 0.5659
  Batch [190/1299] D_loss: -0.4574, G_loss: -0.4864
  Batch [200/1299] D_loss: -0.2953, G_loss: -0.0249
  Batch [210/1299] D_loss: -0.3383, G_loss: -2.3354
